Time,PositionChangeX,PositionChangeY,PositionChangeZ,RotationChangeX,RotationChangeY,RotationChangeZ,RotationSpeedX,RotationSpeedY,RotationSpeedZ,RotationSpeedTotal
26.14909,0,0,0,0,0,0,0,0,0,0
26.16909,-0.004783161,1.143677,-0.1133481,4.427979,-3.45813,-0.2755127,221.415,172.919,13.77663,281.2746
26.18392,-0.004597418,1.143669,-0.1130482,4.407684,-3.416748,-0.2887878,1.367785,2.789047,0.8947166,3.232668
26.19813,-0.004571719,1.143721,-0.1130545,4.437378,-3.384369,-0.2704163,2.089945,2.278964,1.293059,3.351649
26.21412,-0.004548311,1.143775,-0.1130426,4.449707,-3.365814,-0.2915344,0.7713604,1.160859,1.321241,1.920487
26.24931,-0.00453328,1.143781,-0.1130459,4.445068,-3.391876,-0.2244263,0.1317943,0.7404758,1.906682,2.049661
26.26485,-0.004514361,1.143773,-0.1130358,4.433228,-3.400299,-0.2384644,0.7618113,0.541907,0.9031783,1.299904
26.27697,-0.00452262,1.143699,-0.113101,4.431702,-3.349274,-0.3669434,0.1259049,4.210261,10.6012,11.40734
26.29097,-0.004499955,1.143621,-0.1131762,4.399536,-3.346222,-0.4058533,2.297548,0.2179836,2.779292,3.612576
26.30478,-0.004479781,1.143598,-0.1132059,4.363617,-3.326813,-0.3703003,2.602543,1.406302,2.576009,3.922593
26.31863,-0.004473835,1.143564,-0.1132297,4.328003,-3.341766,-0.3253174,2.570838,1.079444,3.247143,4.279994
26.33228,-0.00446463,1.143604,-0.1132501,4.307922,-3.337646,-0.3391113,1.471007,0.3018024,1.010479,1.809977
26.34645,-0.004466213,1.143665,-0.1132637,4.341217,-3.310608,-0.3390503,2.350343,1.908711,0.004308604,3.027757
26.36201,-0.004455283,1.14374,-0.113259,4.408142,-3.301056,-0.3383789,4.298946,0.6135751,0.04312668,4.342727
26.37805,-0.00444492,1.143762,-0.1132727,4.45105,-3.301514,-0.328064,2.675229,0.02854085,0.6431205,2.751594
26.39322,-0.004313407,1.143515,-0.1134847,4.438263,-3.30368,-0.3347473,0.8431644,0.1428751,0.4406993,0.9620578
26.40839,-0.004165325,1.143255,-0.1136858,4.440765,-3.300629,-0.3525085,0.1649692,0.2011819,1.170879,1.199436
26.42317,-0.004131658,1.143199,-0.1137182,4.425171,-3.27536,-0.38797,1.054968,1.709419,2.398968,3.128916
26.43822,-0.004099663,1.143188,-0.1137016,4.441132,-3.271698,-0.3918152,1.060583,0.243346,0.2555133,1.117739
26.45237,-0.004073527,1.143224,-0.1136859,4.44278,-3.269623,-0.370697,0.1164264,0.146611,1.491982,1.503682
26.46639,-0.004056893,1.143241,-0.1136587,4.461609,-3.262726,-0.39151,1.342947,0.4919059,1.484424,2.061308
26.48049,-0.004064022,1.143241,-0.113635,4.451447,-3.224304,-0.465332,0.7210718,2.726215,5.238057,5.948901
26.4945,-0.004070509,1.143242,-0.1136009,4.468719,-3.218079,-0.4787903,1.232109,0.4440816,0.96,1.623854
26.50839,-0.00405235,1.143332,-0.1136367,4.487701,-3.206635,-0.4650879,1.366845,0.8240626,0.9866776,1.8764
26.52302,-0.004049424,1.143443,-0.1136741,4.494476,-3.214142,-0.4516602,0.463103,0.5131682,0.9178618,1.149033
26.53713,-0.004077217,1.143488,-0.1136811,4.503082,-3.205017,-0.4514771,0.6098946,0.6466613,0.01297648,0.8889942
26.55584,-0.004123179,1.143494,-0.1136456,4.499542,-3.198975,-0.4502869,0.189214,0.3229687,0.06361505,0.3796809
26.56699,-0.004185043,1.143497,-0.113607,4.49942,-3.187836,-0.4537048,0.01094766,0.9989737,0.3065344,1.045003
26.58512,-0.004252918,1.143475,-0.1135646,4.508667,-3.177124,-0.4578247,0.5099937,0.5907848,0.2272249,0.8128662
