Time,PositionChangeX,PositionChangeY,PositionChangeZ,RotationChangeX,RotationChangeY,RotationChangeZ,RotationSpeedX,RotationSpeedY,RotationSpeedZ,RotationSpeedTotal
13.1193,0,0,0,0,0,0,0,0,0,0
13.1393,0.002148251,1.139953,-0.09894903,4.485352,-2.744476,-2.87381,224.2731,137.2272,143.6941,299.6293
13.15396,0.002214323,1.139737,-0.09859474,4.38681,-2.7229,-2.972931,6.719646,1.471288,6.759186,9.643907
13.16679,0.00219888,1.139814,-0.09845242,4.448639,-2.738953,-2.980713,4.819865,1.251357,0.6066464,5.016474
13.18466,0.00222791,1.139935,-0.09831367,4.455231,-2.711426,-2.928375,0.3688564,1.540317,2.928652,3.329509
13.21956,0.002217367,1.139914,-0.09828699,4.465393,-2.709717,-2.856506,0.2912032,0.04897112,2.05941,2.080473
13.23357,0.002192572,1.139804,-0.09834185,4.424225,-2.744598,-2.768829,2.938798,2.490026,6.258833,7.349133
13.24741,0.002149267,1.139669,-0.09840244,4.377625,-2.751495,-2.71933,3.367841,0.4984492,3.577366,4.938456
13.26133,0.00211248,1.139668,-0.09829009,4.385895,-2.767334,-2.667084,0.5937693,1.137145,3.751044,3.96434
13.27525,0.002084565,1.139716,-0.09819148,4.42395,-2.792938,-2.6315,2.735399,1.840417,2.557719,4.172705
13.28931,0.002040567,1.139826,-0.0980876,4.474457,-2.841675,-2.58963,3.590995,3.465148,2.976946,5.81074
13.30299,0.002018566,1.139901,-0.098009,4.50943,-2.90863,-2.552582,2.556609,4.89459,2.70831,6.150464
13.31709,0.002001792,1.139915,-0.09793433,4.469299,-2.98111,-2.517944,2.845358,5.138955,2.455879,6.366809
13.33144,0.001975603,1.139783,-0.09796914,4.402649,-3.016205,-2.531799,4.646191,2.446483,0.965829,5.339025
13.34495,0.001942091,1.139588,-0.09807558,4.327423,-3.025269,-2.550262,5.568655,0.6709495,1.366749,5.773049
13.36016,0.001957587,1.139412,-0.09814258,4.286591,-3.018799,-2.589233,2.684725,0.4253825,2.562328,3.735535
13.37549,0.002054429,1.139346,-0.09806503,4.241364,-3.002136,-2.620605,2.948704,1.086365,2.04539,3.749488
13.39044,0.002196996,1.139297,-0.09800212,4.236725,-2.932129,-2.689789,0.3104813,4.685816,4.630665,6.595175
13.40538,0.002392365,1.139286,-0.09792326,4.212616,-2.846283,-2.756256,1.612965,5.743381,4.446883,7.440621
13.42016,0.002628281,1.139252,-0.09785053,4.190704,-2.72522,-2.798676,1.482992,8.193636,2.870974,8.807805
13.43472,0.002899038,1.139222,-0.09776799,4.157257,-2.58313,-2.863678,2.297242,9.759089,4.464531,10.97493
13.44914,0.003178918,1.139126,-0.09776303,4.145264,-2.362976,-2.953705,0.8315811,15.2647,6.242148,16.51263
13.46425,0.003475554,1.138955,-0.09790157,4.168427,-2.076569,-3.023163,1.532849,18.95361,4.596529,19.56316
13.47976,0.0041599,1.138902,-0.09801984,4.172974,-1.703613,-3.063904,0.2931989,24.04821,2.626983,24.19304
13.49588,0.004715854,1.138785,-0.09803748,4.165802,-1.277069,-3.109863,0.4448125,26.45593,2.850586,26.61278
13.51451,0.005905143,1.138578,-0.09806092,4.141022,-0.5061951,-3.216919,1.330125,41.37804,5.746404,41.79632
13.52856,0.006499654,1.138699,-0.0981518,4.120514,0.01484864,-3.316833,1.460175,37.09975,7.114008,37.80387
13.54485,0.007138628,1.138836,-0.09830871,4.171173,0.4797168,-3.292328,3.109342,28.53252,1.504097,28.74083
13.56294,0.008570854,1.138835,-0.09842604,4.169006,1.367429,-3.475494,0.1197744,49.07133,10.12515,50.10517
13.58099,0.00904047,1.138762,-0.09880451,4.152405,1.870158,-3.469452,0.9199387,27.85759,0.3348306,27.87478
13.5978,0.009700038,1.138697,-0.09913957,4.211548,2.230841,-3.496887,3.517241,21.44984,1.631579,21.79745
13.61964,0.01025672,1.138778,-0.09928179,4.245331,2.524199,-3.560638,1.546967,13.43324,2.919254,13.83355
13.63089,0.01090365,1.138916,-0.09958242,4.277863,3.089772,-3.506683,2.892318,50.28377,4.797016,50.5948
13.65718,0.01110808,1.138785,-0.09971979,4.292969,3.168984,-3.425323,0.574475,3.012376,3.094041,4.35632
13.68082,0.01144982,1.138805,-0.09987172,4.313629,3.229773,-3.351135,0.8740771,2.571787,3.138673,4.150827
13.69771,0.01212146,1.138873,-0.09987845,4.396362,3.278553,-3.280731,4.897093,2.887341,4.167316,7.048743
13.71842,0.01213471,1.138886,-0.09982549,4.421753,3.21002,-3.280823,1.225952,3.309481,0.0044205,3.529255
13.73454,0.01205253,1.138882,-0.09987904,4.395966,3.105932,-3.27301,1.600095,6.45908,0.4847624,6.671957
13.75111,0.01195362,1.138854,-0.09991792,4.363953,3.000936,-3.242798,1.932082,6.337746,1.823414,6.872031
13.76705,0.0118375,1.138869,-0.09997101,4.403381,2.9228,-3.240692,2.473911,4.901867,0.1321206,5.492358
13.78375,0.01173532,1.139026,-0.1000506,4.475983,2.779862,-3.188019,4.346942,8.558671,3.153771,10.10411
13.80342,0.01161093,1.139217,-0.1000621,4.604462,2.717276,-3.114258,6.530929,3.181695,3.749467,8.17525
13.82064,0.01135967,1.139513,-0.1000792,4.715057,2.586403,-2.978821,6.421974,7.598627,7.864437,12.68189
13.83599,0.01100244,1.139884,-0.100116,4.845764,2.376617,-2.938049,8.515968,13.6677,2.656394,16.32128
13.85266,0.01064198,1.140221,-0.1001632,4.925293,2.102308,-2.898224,4.771528,16.45866,2.389426,17.30215
13.86896,0.009824589,1.140637,-0.1002675,4.99881,1.715949,-2.903229,4.511236,23.70786,0.3071161,24.13521
13.8858,0.008828387,1.141139,-0.1004437,5.198944,0.9501456,-2.849548,11.87909,45.455,3.186234,47.08951
13.90399,0.008136945,1.141499,-0.1005166,5.31134,0.4232713,-2.806091,6.17953,28.96812,2.389262,29.71611
13.92104,0.007481913,1.141836,-0.1005557,5.470734,-0.1932678,-2.800842,9.348697,36.16154,0.3078644,37.3517
13.93871,0.006590933,1.142209,-0.1006787,5.656738,-0.837616,-2.841827,10.52791,36.47026,2.319767,38.03022
