Time,PositionChangeX,PositionChangeY,PositionChangeZ,RotationChangeX,RotationChangeY,RotationChangeZ,RotationSpeedX,RotationSpeedY,RotationSpeedZ,RotationSpeedTotal
9.383369,0,0,0,0,0,0,0,0,0,0
9.40337,-0.005949344,1.157836,-0.04656634,2.841736,15.4798,-5.742096,142.0835,773.9722,287.0982,837.6432
9.416381,-0.006466068,1.15808,-0.04692034,2.969543,15.29234,-5.649994,9.823059,14.40856,7.078795,18.82043
9.430559,-0.006680313,1.158296,-0.04688746,3.139343,15.17651,-5.548462,11.97605,8.170579,7.161095,16.1699
9.453381,-0.006925331,1.158561,-0.04684572,3.323242,15.0299,-5.543396,8.058169,6.42407,0.2219808,10.30786
9.485735,-0.007442906,1.158949,-0.04660154,3.521484,14.80886,-5.500671,6.127218,6.83181,1.320521,9.271473
9.499495,-0.008445708,1.159619,-0.04617628,3.736786,14.60975,-5.489288,15.64735,14.47186,0.8272803,21.32976
9.51335,-0.009000727,1.160375,-0.04590318,4.003998,14.37616,-5.479431,19.28502,16.85787,0.7114048,25.62432
9.527517,-0.009545842,1.161264,-0.04580124,4.575653,14.04621,-5.453156,40.35167,23.29074,1.854729,46.62784
9.541119,-0.01016688,1.16208,-0.04574549,5.146851,13.65963,-5.455048,41.99579,28.42126,0.1391109,50.70931
9.556075,-0.01079664,1.162782,-0.04585303,5.68222,13.22437,-5.468872,35.79519,29.10259,0.9243129,46.14229
9.57191,-0.01147205,1.163653,-0.04575281,6.24054,12.78201,-5.475281,35.25897,27.93544,0.4047218,44.98608
9.587125,-0.01224317,1.164715,-0.04576564,6.917664,12.35043,-5.475525,44.50395,28.36555,0.01604613,52.77505
9.602679,-0.01300254,1.165676,-0.04560469,7.559662,11.93537,-5.531403,41.27431,26.68498,3.592397,49.28044
9.616624,-0.01392266,1.16651,-0.04552016,8.060547,11.51663,-5.48111,35.91957,30.02818,3.60662,46.95652
9.632781,-0.01462027,1.167164,-0.04567406,8.514648,11.05453,-5.419373,28.1053,28.60016,3.821037,40.27999
9.647661,-0.01534088,1.167706,-0.04587299,8.930634,10.64823,-5.441345,27.95565,27.30552,1.476639,39.10614
9.662223,-0.01601973,1.168303,-0.04609175,9.330078,10.30608,-5.538025,27.43127,23.49754,6.639335,36.72451
9.675264,-0.01665279,1.168998,-0.04629276,9.746826,9.993523,-5.57254,31.95554,23.96665,2.646581,40.03201
9.689955,-0.01717203,1.169696,-0.04645621,10.12286,9.657322,-5.549805,25.59751,22.88652,1.54765,34.3718
9.702576,-0.017709,1.170069,-0.04670151,10.52924,9.354391,-5.546936,32.19828,24.00121,0.2272933,40.16016
