Time,PositionChangeX,PositionChangeY,PositionChangeZ,RotationChangeX,RotationChangeY,RotationChangeZ,RotationSpeedX,RotationSpeedY,RotationSpeedZ,RotationSpeedTotal
26.89788,0,0,0,0,0,0,0,0,0,0
26.91788,-3.156252E-05,1.197645,-0.1402328,4.443878,7.684231,-3.960083,222.1888,384.2028,197.9996,485.9871
26.93267,-0.001128151,1.197325,-0.1370628,4.606354,8.307343,-3.668243,10.98723,42.13724,19.73533,47.80951
26.94601,-0.001496028,1.196765,-0.1359395,4.461243,8.271308,-3.490234,10.87634,2.701358,13.3421,17.42423
26.96391,-0.001898193,1.196134,-0.1349753,4.248962,8.144412,-3.227081,11.8564,7.087248,14.69777,20.16997
26.99753,-0.002412282,1.195541,-0.1340047,3.957794,7.991317,-2.990845,8.660351,4.553923,7.026494,12.04622
27.01172,-0.00284925,1.195212,-0.1330085,3.734406,7.876526,-2.81955,15.74194,8.088172,12.07097,21.42278
27.02553,-0.003284484,1.194902,-0.1320323,3.563293,7.719958,-2.687897,12.39801,11.34328,9.538972,19.32285
27.03949,-0.003832042,1.194643,-0.1309267,3.446991,7.581575,-2.535492,8.328917,9.911214,10.91436,16.93299
27.0532,-0.00409077,1.194366,-0.1301331,3.348938,7.395652,-2.426025,7.15192,13.56038,7.984418,17.28539
27.06726,-0.004449356,1.19402,-0.1293823,3.235596,7.24613,-2.337738,8.059677,10.63339,6.278041,14.74589
27.08104,-0.00470712,1.193738,-0.1285319,3.054565,7.093328,-2.306061,13.13661,11.08817,2.298685,17.34364
27.09572,-0.005014257,1.193452,-0.1276335,2.893494,6.965777,-2.243225,10.97583,8.692488,4.281778,14.6411
27.10907,-0.005201497,1.193299,-0.1267904,2.742859,6.827987,-2.176331,11.27906,10.31705,5.008854,16.08563
27.12272,-0.005351695,1.193214,-0.1260113,2.630005,6.702316,-2.166504,8.270617,9.209952,0.7201566,12.39939
27.13703,-0.005425939,1.193195,-0.1253276,2.551331,6.611348,-2.185791,5.496069,6.35523,1.347368,8.509473
27.15147,-0.005567648,1.193131,-0.1246858,2.505066,6.54985,-2.244781,3.204651,4.25948,4.086141,6.716361
27.16614,-0.005593799,1.193211,-0.1242576,2.429077,6.500108,-2.31427,5.181428,3.391859,4.738197,7.79759
27.18067,-0.005534672,1.193333,-0.1237772,2.435883,6.414963,-2.319916,0.4682415,5.858268,0.3884515,5.889775
27.19564,-0.005426478,1.19353,-0.1233141,2.509369,6.354834,-2.381714,4.908025,4.015286,4.127388,7.566146
27.21015,-0.00532394,1.193829,-0.1227941,2.577576,6.332139,-2.417816,4.700315,1.564669,2.487907,5.54354
27.22492,-0.005069534,1.194171,-0.1222466,2.642242,6.321974,-2.496826,4.37923,0.6881943,5.350555,6.94836
27.24077,-0.004821057,1.19437,-0.1217479,2.7388,6.34721,-2.611511,6.09267,1.59234,7.236491,9.592861
27.25503,-0.004479173,1.194648,-0.1212769,2.800873,6.405446,-2.739044,4.351384,4.082431,8.940232,10.74842
27.27169,-0.004102916,1.19486,-0.1207974,2.86319,6.493009,-2.832855,3.74164,5.257444,5.632616,8.565451
27.28601,-0.003649802,1.195092,-0.1204133,2.922577,6.597611,-2.953308,4.148148,7.306422,8.413536,11.89027
27.30123,-0.002625315,1.195476,-0.119706,3.124878,6.82079,-3.156616,13.28457,14.65556,13.3507,23.86433
27.31802,-0.002082626,1.195654,-0.1192558,3.26474,6.998273,-3.26593,8.33178,10.57289,6.511987,14.95361
