Time,PositionChangeX,PositionChangeY,PositionChangeZ,RotationChangeX,RotationChangeY,RotationChangeZ,RotationSpeedX,RotationSpeedY,RotationSpeedZ,RotationSpeedTotal
21.55287,0,0,0,0,0,0,0,0,0,0
21.57287,0.03895864,1.111664,-0.2064716,7.510284,1.179953,-0.9427185,375.5056,58.99631,47.13485,383.0231
21.58776,0.03875652,1.110931,-0.2066609,7.312286,1.099163,-0.796875,13.29508,5.424181,9.793033,17.38058
21.60066,0.03861038,1.110574,-0.206971,7.207458,1.039206,-0.7884216,8.126571,4.648825,0.6553305,9.385211
21.61903,0.03832508,1.110013,-0.2076664,7.079102,0.9905269,-0.7621155,6.987436,2.649777,1.432042,7.608963
21.65294,0.03817834,1.109856,-0.2079646,6.967834,0.9593525,-0.8567505,3.281543,0.9198402,2.791022,4.405047
21.66703,0.03811262,1.109696,-0.208297,6.897003,0.9186189,-0.8692322,5.026529,2.891175,0.8857607,5.865958
21.681,0.03805459,1.109353,-0.2086448,6.896576,0.8786135,-0.8146667,0.03058438,2.864009,3.906062,4.843636
21.69476,0.03785728,1.10903,-0.2090861,6.884735,0.8573328,-0.8656006,0.8605489,1.545883,3.701691,4.102782
21.70861,0.03772127,1.108809,-0.2095118,6.883575,0.8059357,-0.7950745,0.08375809,3.711806,5.093814,6.30329
21.72247,0.0375815,1.108617,-0.2099723,6.873566,0.7924888,-0.782959,0.7222681,0.9710982,0.8742086,1.492965
21.73636,0.03743233,1.108586,-0.2104155,6.83374,0.7192502,-0.7414856,2.866557,5.271829,2.985173,6.702282
21.75041,0.03734083,1.108574,-0.2108464,6.874054,0.6453087,-0.6994629,2.86979,5.263815,2.991446,6.700164
21.76414,0.03720181,1.108499,-0.2112681,6.93399,0.6004031,-0.681366,4.364444,3.268889,1.317778,5.609861
21.77922,0.03717214,1.108544,-0.2116772,7.052887,0.5216931,-0.633728,7.881654,5.217347,3.157921,9.965623
21.79618,0.03717615,1.10865,-0.2120229,7.153961,0.4633164,-0.5628662,5.962867,3.444132,4.180489,8.055701
21.8114,0.03711916,1.108735,-0.2123976,7.246246,0.4306262,-0.5283203,6.060879,2.146561,2.268821,6.818323
21.82516,0.037146,1.10882,-0.2129268,7.320984,0.4222807,-0.5868225,5.430908,0.6054054,4.251143,6.923402
21.84027,0.03718477,1.108898,-0.2134718,7.386017,0.4163243,-0.5621643,4.305594,0.3939891,1.632529,4.621528
21.8551,0.03719334,1.108978,-0.2140719,7.497223,0.4203613,-0.5197449,7.496015,0.2721237,2.859347,8.027462
21.86929,0.03727937,1.109113,-0.2146676,7.620636,0.3663443,-0.4596252,8.701452,3.808499,4.238838,10.40133
21.8839,0.03736392,1.10924,-0.2152996,7.777283,0.3360147,-0.4211731,10.72167,2.07624,2.631854,11.23351
21.89862,0.0374803,1.109391,-0.215931,7.92981,0.3284286,-0.4086609,10.35587,0.5159285,0.8495209,10.40345
21.91304,0.03760961,1.109575,-0.2166056,8.055878,0.3373955,-0.4356689,8.746328,0.6221054,1.873759,8.966395
21.92886,0.03778198,1.109832,-0.2172623,8.191071,0.3834756,-0.4975281,8.544907,2.912502,3.909825,9.837928
21.94413,0.03797927,1.110046,-0.2178854,8.38916,0.4123086,-0.5306702,12.97389,1.888419,2.170643,13.28908
21.95911,0.03806937,1.110324,-0.2184795,8.578735,0.4757457,-0.582428,12.65173,4.233619,3.454175,13.78119
21.97233,0.03815085,1.110628,-0.2190745,8.774139,0.5567725,-0.6533813,14.78753,6.131843,5.369515,16.88497
21.9871,0.03820368,1.110942,-0.2196818,8.976929,0.6452732,-0.7068787,13.72225,5.988622,3.620031,15.40352
22.0021,0.03824925,1.111227,-0.2202219,9.156219,0.7210557,-0.7368164,11.95472,5.053013,1.996185,13.13138
22.02304,0.03824437,1.111651,-0.2212951,9.496826,0.8881958,-0.8362122,16.27116,7.98447,4.748246,18.73628
