Source,ddof1,ddof2,F,p_unc,p_GG_corr,ng2,eps,sphericity,W_spher,p_spher
video,4,156,34.579547337282435,1.1798593301125433e-20,2.783515043180275e-18,0.1807172086457951,0.8703631995517884,True,0.7396222985186734,0.257093212472141
