Time,PositionChangeX,PositionChangeY,PositionChangeZ,RotationChangeX,RotationChangeY,RotationChangeZ,RotationSpeedX,RotationSpeedY,RotationSpeedZ,RotationSpeedTotal
13.93513,0,0,0,0,0,0,0,0,0,0
13.95514,0.02068873,1.137803,0.01257278,-13.4429,-1.524567,-3.371033,672.1298,76.22659,168.5478,697.1207
13.97156,0.01861165,1.141891,0.009250315,-11.12198,-2.591248,-3.297058,141.2949,64.93822,4.503483,155.5684
13.98335,0.01805524,1.142461,0.008112555,-10.55706,-3.008606,-3.229645,47.91716,35.40139,5.718169,59.8499
14.00094,0.01720902,1.143202,0.006956513,-10.09843,-3.305817,-3.183777,26.07221,16.89515,2.607394,31.17699
14.03669,0.01663659,1.143949,0.006050983,-9.722192,-3.734589,-3.096497,10.52354,11.99349,2.44138,16.14153
14.05093,0.01604892,1.144481,0.005027513,-9.264908,-4.087219,-3.032715,32.1222,24.77122,4.480472,40.81083
14.06486,0.01549264,1.145109,0.004055463,-8.940835,-4.448212,-2.990082,23.26655,25.9177,3.060869,34.96325
14.07871,0.0149173,1.145443,0.003066664,-8.5581,-4.773346,-2.968597,27.62525,23.46858,1.550768,36.28131
14.09273,0.01421217,1.146009,0.002186118,-8.2925,-5.08902,-2.861298,18.94531,22.51755,7.653878,30.40636
14.10624,0.01377831,1.146415,0.001396463,-7.9968,-5.488037,-2.622406,21.89058,29.53759,17.68415,40.79701
14.12008,0.01314354,1.146717,0.0004930467,-7.770234,-5.732544,-2.524536,16.36256,17.65852,7.068255,25.09017
14.13438,0.01261359,1.147072,-0.0002847171,-7.575215,-5.990936,-2.414764,13.64382,18.0786,7.680256,23.91602
14.14879,0.01211586,1.14721,-0.001167907,-7.346538,-6.251831,-2.265503,15.86765,18.1039,10.35749,26.20708
14.16431,0.01155678,1.147448,-0.001953175,-7.222168,-6.448761,-2.182617,8.012289,12.68793,5.340215,15.92791
14.18023,0.01097855,1.147606,-0.002834016,-6.994228,-6.63208,-2.018951,14.31872,11.51594,10.28133,21.05583
14.19579,0.01007145,1.148152,-0.004148063,-6.669575,-7.030212,-1.775909,20.86522,25.58823,15.62047,36.52552
14.21166,0.009743207,1.1483,-0.00473574,-6.491571,-7.15448,-1.682861,11.21326,7.827947,5.861348,14.87849
14.23225,0.009370729,1.14835,-0.005408314,-6.289364,-7.283081,-1.565948,9.820843,6.245854,5.678185,12.94996
14.24604,0.008987664,1.148504,-0.006002867,-6.22354,-7.406616,-1.417511,4.773114,8.95761,10.76329,14.79425
14.26241,0.008402719,1.148617,-0.007370807,-5.974113,-7.645996,-1.221039,15.24103,14.62751,12.00559,24.29788
14.27781,0.008165304,1.148729,-0.008052621,-5.830438,-7.724792,-1.129486,9.327968,5.11572,5.943904,12.18653
14.29342,0.007880345,1.14891,-0.008597714,-5.6753,-7.831696,-0.9957275,9.943039,6.850996,8.572057,14.80812
14.31559,0.007615673,1.148967,-0.009123228,-5.543005,-7.916138,-0.9271851,5.966965,3.808672,3.091535,7.724522
14.32899,0.007348176,1.149059,-0.009543098,-5.427382,-8.005829,-0.8693542,8.628523,6.692855,4.3154,11.74174
14.34415,0.006875664,1.149355,-0.01048704,-5.159588,-8.157684,-0.6845398,17.66593,10.01774,12.19201,23.68724
14.36211,0.006720944,1.149678,-0.01081571,-5.001915,-8.219116,-0.6021729,8.776221,3.419108,4.584289,10.47512
14.37852,0.006538244,1.149919,-0.01139466,-4.790005,-8.256866,-0.5358582,12.91457,2.300593,4.041381,13.72631
14.399,0.006459645,1.150184,-0.01204577,-4.595975,-8.323761,-0.533783,9.476293,3.26707,0.1013507,10.02418
14.41512,0.006397361,1.150514,-0.01253014,-4.384452,-8.360229,-0.5270691,13.12301,2.262588,0.4165434,13.32315
14.42782,0.006268144,1.151251,-0.01327723,-3.906614,-8.451385,-0.514801,37.61682,7.175976,0.9657658,38.30734
14.44606,0.006282799,1.151613,-0.01364289,-3.636512,-8.467682,-0.5865784,14.80797,0.8933968,3.934961,15.3479
